ICICIBC IN Equity,price,volume,mc,pe,bm,div
2023-07-31,998.3,381006997.0,6985600.04,18.8324,3.09,5.0
2023-08-31,958.75,428467842.0,6711580.179,18.0863,2.9675,8.0
2023-09-30,951.9,326883133.0,6666239.264,16.549,2.8752,8.0
2023-10-31,915.35,220481332.0,6412799.379,15.9136,2.7648,8.0
2023-11-30,934.95,259176468.0,6553681.917,16.2543,2.8241,8.0
2023-12-31,996.6,350466443.0,6990706.853,16.4239,2.8676,8.0
2024-01-31,1028.15,432400252.0,7213284.701,16.9438,2.9584,8.0
2024-02-29,1052.2,284450284.0,7385469.324,17.3401,3.0276,8.0
2024-03-31,1093.3,369194233.0,7677519.559,17.3018,2.9975,8.0
2024-04-30,1150.4,296685050.0,8082023.883,18.2054,3.154,8.0
2024-05-31,1121.05,306556638.0,7882140.501,17.7409,3.0735,8.0
2024-06-30,1199.6,461987298.0,8440611.6,18.5668,3.096,8.0
2024-07-31,1214.9,355114720.0,8551175.874,18.8036,3.1355,8.0
2024-08-31,1229.2,263843260.0,8657053.432,19.0249,3.1724,10.0
2024-09-30,1273.0,338607032.0,8969176.207,18.8788,3.203,10.0
2024-10-31,1292.25,319076994.0,9108630.712,19.1643,3.2514,10.0
2024-11-30,1300.1,241566886.0,9173361.654,19.2807,3.2712,10.0
2024-12-31,1281.65,258328808.0,9047285.376,18.3302,3.0918,10.0
2025-01-31,1252.8,236479763.0,8845767.149,17.9176,3.0222,10.0
2025-02-28,1204.1,188524180.0,8504508.128,17.2211,2.9047,10.0
2025-03-31,1348.35,258850829.0,9527332.845,18.6236,3.0593,10.0
2025-04-30,1427.0,258872188.0,10168156.43,19.7099,3.2377,10.0
2025-05-31,1445.8,214025431.0,10310309.98,19.9696,3.2804,10.0
2025-06-30,1445.8,213959518.0,10315514.88,19.334,3.1303,10.0
2025-07-31,1481.4,213911598.0,10573526.68,19.8101,3.2073,10.0
2025-08-31,1397.8,153628549.0,9980091.4,18.6922,3.0263,11.0
2025-09-30,1348.0,237854348.0,9629715.501,17.9494,2.8702,11.0
2025-10-31,1345.3,297027476.0,9613065.044,17.9134,2.8645,11.0
2025-11-30,1388.8,236592618.0,9927974.551,18.4927,2.9571,11.0
2025-12-31,1342.9,197001112.0,9602638.381,18.0546,2.7536,11.0
2026-01-31,1355.0,322715612.0,9691596.636,18.2173,2.7784,11.0
2026-02-28,1378.9,291388754.0,9869150.682,18.5386,2.8274,11.0
2026-03-31,1353.25,55948905.0,9686076.318,18.1937,2.7748,11.0
